_project,afferent-couplings,alert_status,blocker_violations,bugs,class_complexity,classes,code_smells,cognitive_complexity,comment_lines,comment_lines_density,complexity,complexity_in_classes,complexity_in_functions,confirmed_issues,coverage,critical_violations,development_cost,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,efferent-couplings,effort_to_reach_maintainability_rating_a,false_positive_issues,file_complexity,file_complexity_distribution,files,function_complexity,function_complexity_distribution,functions,info_violations,line_coverage,lines,lines_to_cover,major_violations,minor_violations,missing_package_info,missing_package_info_count,ncloc,ncloc_language_distribution,new_blocker_violations,new_bugs,new_code_smells,new_critical_violations,new_info_violations,new_maintainability_rating,new_major_violations,new_minor_violations,new_reliability_rating,new_reliability_remediation_effort,new_security_rating,new_security_remediation_effort,new_sqale_debt_ratio,new_technical_debt,new_violations,new_vulnerabilities,number-of-classes-and-interfaces,open_issues,package,package-dependency-cycles,package_count,quality_gate_details,quality_profiles,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,security_remediation_effort,sqale_debt_ratio,sqale_index,sqale_rating,statements,uncovered_lines,violations,vulnerabilities,wont_fix_issues,code_smells:antisingleton,code_smells:baseclass_abstract,code_smells:class_data_private,code_smells:complex_class,code_smells:large_class,code_smells:lazy_class,code_smells:long_method,code_smells:long_parameter_list,code_smells:many_field_attributes_not_complex,code_smells:message_chains,code_smells:refused_parent_bequest,code_smells:spaghetti_code,code_smells:speculative_generality,code_smells:swiss_army_knife,common-java:DuplicatedBlocks,jdepend:afferent-couplings,squid:AssignmentInSubExpressionCheck,squid:ClassCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:CommentedOutCodeLine,squid:EmptyStatementUsageCheck,squid:ForLoopCounterChangedCheck,squid:HiddenFieldCheck,squid:LabelsShouldNotBeUsedCheck,squid:MethodCyclomaticComplexity,squid:MissingDeprecatedCheck,squid:ModifiersOrderCheck,squid:ObjectFinalizeCheck,squid:ObjectFinalizeOverridenCallsSuperFinalizeCheck,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:RightCurlyBraceStartLineCheck,squid:S00100,squid:S00101,squid:S00105,squid:S00107,squid:S00108,squid:S00112,squid:S00114,squid:S00115,squid:S00116,squid:S00117,squid:S00119,squid:S00120,squid:S00122,squid:S106,squid:S1065,squid:S1066,squid:S1067,squid:S1068,squid:S1118,squid:S1125,squid:S1126,squid:S1132,squid:S1133,squid:S1134,squid:S1135,squid:S1141,squid:S1143,squid:S1145,squid:S1147,squid:S1148,squid:S1149,squid:S1150,squid:S1151,squid:S1153,squid:S1155,squid:S1157,squid:S1158,squid:S1160,squid:S1161,squid:S1163,squid:S1165,squid:S1166,squid:S1168,squid:S1170,squid:S1171,squid:S1172,squid:S1174,squid:S1175,squid:S1181,squid:S1182,squid:S1185,squid:S1186,squid:S1188,squid:S1190,squid:S1191,squid:S1192,squid:S1193,squid:S1194,squid:S1195,squid:S1197,squid:S1199,squid:S1201,squid:S1206,squid:S1210,squid:S1213,squid:S1214,squid:S1215,squid:S1217,squid:S1219,squid:S1220,squid:S1221,squid:S1223,squid:S1226,squid:S1244,squid:S128,squid:S1301,squid:S1312,squid:S1313,squid:S1314,squid:S1319,squid:S134,squid:S135,squid:S1444,squid:S1452,squid:S1479,squid:S1481,squid:S1488,squid:S1596,squid:S1598,squid:S1700,squid:S1764,squid:S1850,squid:S1860,squid:S1862,squid:S1872,squid:S1905,squid:S1948,squid:S1994,squid:S2055,squid:S2061,squid:S2065,squid:S2066,squid:S2068,squid:S2077,squid:S2094,squid:S2109,squid:S2110,squid:S2111,squid:S2114,squid:S2116,squid:S2118,squid:S2123,squid:S2130,squid:S2131,squid:S2133,squid:S2134,squid:S2151,squid:S2153,squid:S2157,squid:S2160,squid:S2165,squid:S2166,squid:S2175,squid:S2176,squid:S2178,squid:S2183,squid:S2184,squid:S2200,squid:S2225,squid:S2232,squid:S2236,squid:S2250,squid:S2251,squid:S2252,squid:S2272,squid:S2273,squid:S2274,squid:S2275,squid:S2276,squid:S2326,squid:S2386,squid:S2388,squid:S2437,squid:S2438,squid:S2440,squid:S2447,squid:S888,squid:SwitchLastCaseIsDefaultCheck,squid:UnusedPrivateMethod,squid:UselessImportCheck,squid:UselessParenthesesCheck
QC:squirrel_sql,0,ERROR,1,4,14.6,73,561,665,309,4.3,1066,1066,924,0,0.0,5,208320,3,0,0,0,0.0,0,0,0,15.9,0=29;5=9;10=14;20=6;30=5;60=2;90=2,67,1.6,1=367;2=120;4=32;6=12;8=4;10=2;12=1,568,0,0.0,9147,3276,205,354,3,3,6944,java=6944,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,565,3,0,3,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"1";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"565";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,70,0,1.0,0,2.5,5144,1.0,2669,3276,565,0,0,0,0,0,6,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,3,0,1,0,0,0,1,0,0,0,14,1,3,17,0,0,210,0,0,67,3,0,0,0,0,1,2,28,3,0,0,0,0,0,0,0,0,0,44,0,2,0,5,1,0,0,41,0,0,3,0,0,0,0,0,0,1,0,1,5,3,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
QC:struts,73,ERROR,71,146,12.1,2223,8486,21876,33374,18.9,26853,26853,26281,0,0.0,731,4302930,261,1866,397,59827,22.7,45,0,0,14.6,0=848;5=345;10=310;20=124;30=134;60=42;90=41,1844,1.8,1=10900;2=1694;4=586;6=252;8=166;10=89;12=232,14709,158,0.0,263510,85933,4391,3527,253,253,143431,java=143431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,97,8878,261,759,261,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"71";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"8878";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1397,0,4.0,2775,4.0,170473,1.0,71415,85933,8878,246,0,30,4,30,331,0,34,433,26,0,0,3,7,1,0,397,1,25,12,109,186,31,18,102,19,264,39,166,0,0,0,177,20,127,0,240,27,48,135,0,26,62,52,0,20,373,104,0,47,42,37,66,12,69,145,66,24,92,29,1,70,1,101,182,2,78,12,50,0,9,20,109,1,8,524,37,3,55,45,0,0,62,0,19,192,30,0,0,1093,66,2,0,52,99,1,8,3,244,18,0,0,1,2,0,0,156,1,0,14,78,0,13,15,440,40,21,6,2,49,23,33,0,10,1,4,0,0,6,13,28,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,31,25,0,0,0,0,0,12,0,14,4,1,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,1,13,0,0,0,0,1,0,13,6,250,16
QC:sunflow,0,WARN,0,21,20.1,209,1471,4546,2395,9.8,4211,4211,4132,0,0.0,123,659100,22,143,33,2394,8.7,0,0,0,24.8,0=53;5=34;10=29;20=13;30=20;60=8;90=13,170,2.8,1=874;2=281;4=103;6=53;8=29;10=19;12=59,1469,1,0.0,27410,15559,1050,375,22,22,21970,java=21970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1549,22,0,22,{"level":"WARN";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"1549";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,165,0,4.0,570,3.4,22293,1.0,13203,15559,1549,57,0,0,0,4,35,0,0,37,22,0,0,0,0,0,0,33,0,16,1,17,23,0,26,49,1,68,0,26,0,0,0,0,0,0,0,0,9,5,5,0,9,7,183,0,0,0,68,0,5,12,0,9,0,1,142,0,6,1,0,0,0,4,40,0,0,52,0,0,0,0,2,11,0,0,60,6,0,0,10,0,0,0,0,0,33,2,0,0,56,0,0,0,6,136,0,0,1,28,0,0,0,0,1,0,0,90,15,1,0,0,0,0,0,105,14,0,0,0,4,0,0,0,2,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,2
QC:tapestry,0,ERROR,15,24,6.0,2088,6121,4836,30679,23.9,12496,12496,11746,0,0.0,307,2933100,147,171,49,2976,1.6,0,0,0,6.4,0=1320;5=325;10=186;20=54;30=47;60=8;90=17,1957,1.2,1=6939;2=1172;4=242;6=70;8=22;10=12;12=19,9721,108,0.0,184099,44227,3665,2072,147,147,97770,java=97770,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,6167,147,0,147,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"15";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"6167";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,292,0,4.0,520,3.6,106753,1.0,36041,44227,6167,22,0,5,0,5,245,0,0,395,105,0,0,0,0,0,0,49,0,0,1,4,1984,2,4,65,1,28,25,24,0,0,0,6,0,16,0,5,14,30,285,0,0,46,37,2,0,907,24,0,5,3,7,85,1,1,128,26,0,82,0,0,1,0,1,11,0,24,0,1,0,0,0,6,0,1,278,13,10,6,20,0,0,5,1,2,114,33,0,1,392,0,0,0,4,0,0,10,2,87,0,1,0,0,0,0,0,33,0,6,2,278,3,0,1,14,31,4,0,0,17,2,10,0,5,0,0,0,0,0,2,1,0,0,0,0,0,10,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,3,2,1,0
QC:tomcat,0,ERROR,353,250,20.9,1842,15788,41013,63182,25.9,38423,38423,37971,0,0.0,1294,5431320,157,4528,795,157886,44.6,0,0,0,29.0,0=490;5=201;10=195;20=118;30=136;60=76;90=107,1324,2.3,1=9312;2=2909;4=1048;6=519;8=278;10=151;12=477,16513,445,0.0,353816,114439,7635,6830,157,157,181044,java=181044,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,16557,157,0,157,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"353";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"16557";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,2343,0,4.0,8000,4.6,248037,1.0,90605,114439,16557,519,0,68,3,22,229,0,114,263,119,1,0,3,10,1,0,795,0,32,32,243,347,17,80,182,21,540,51,304,1,0,6,249,10,179,11,0,26,128,294,0,221,149,325,0,14,1312,329,0,175,65,4,118,17,63,551,133,101,312,97,1,73,12,92,254,6,134,1,66,2,8,56,18,1,13,950,50,7,0,34,5,0,349,12,19,146,23,0,0,841,88,2,0,590,134,8,3,1,1991,27,1,2,2,9,1,0,232,1,4,26,154,103,23,57,917,104,51,4,2,6,58,0,0,14,1,0,0,0,43,2,22,3,0,4,0,0,6,0,1,0,0,19,0,0,0,0,52,67,0,0,0,9,13,3,4,19,0,2,5,0,23,0,3,0,0,14,0,0,1,1,2,0,2,0,24,0,0,0,1,0,0,33,4,5,14
QC:trove,0,ERROR,3,13,12.8,73,434,595,1679,22.3,938,938,846,0,0.0,43,175350,4,10,5,163,1.7,0,0,0,20.4,0=18;5=10;10=4;20=3;30=7;60=3;90=1,46,1.6,1=344;2=108;4=33;6=5;8=3;10=1;12=2,523,0,0.0,9813,4283,159,249,4,4,5845,java=5845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,454,4,0,4,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"3";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"454";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,145,0,4.0,75,2.6,4617,1.0,3514,4283,454,7,0,0,0,0,8,0,3,9,5,0,0,0,0,0,0,5,0,0,0,0,19,4,2,6,0,3,0,6,0,0,0,1,0,0,0,0,0,3,0,0,1,36,123,0,0,31,52,0,0,1,0,2,0,4,17,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,25,0,2,0,1,0,0,1,0,1,3,4,0,0,23,0,0,0,3,0,0,2,0,3,1,2,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
QC:velocity,0,ERROR,39,127,16.1,451,3671,8346,16363,30.6,7281,7281,7280,0,0.0,213,1111020,44,655,52,7689,10.8,0,0,0,19.6,0=131;5=102;10=67;20=30;30=31;60=7;90=3,371,2.4,1=2002;2=437;4=141;6=59;8=39;10=18;12=83,3014,90,0.0,71175,18835,2013,1499,44,44,37034,java=37034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3854,44,0,44,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"39";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3854";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,422,0,4.0,645,4.9,54120,1.0,15419,18835,3854,56,0,4,0,11,64,0,1,92,15,1,0,0,0,0,0,52,0,71,2,33,44,45,9,3,47,88,61,186,0,0,3,74,4,178,5,29,0,16,156,0,3,26,20,0,0,360,127,27,15,11,3,17,3,73,68,74,5,16,10,3,111,1,12,85,0,160,0,4,0,7,3,26,3,7,172,3,0,0,43,0,0,36,0,4,56,0,0,0,118,62,2,0,30,111,0,0,0,85,10,0,0,5,10,0,0,90,3,0,52,21,0,31,9,125,4,2,0,6,31,3,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,8,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,6,3,87,12
QC:wct,0,ERROR,18,21,14.4,677,3123,7357,14683,21.9,9767,9767,9439,0,0.0,198,1568910,130,272,126,7662,7.6,0,0,0,15.3,0=214;5=131;10=132;20=79;30=58;60=13;90=11,638,1.5,1=4550;2=625;4=191;6=114;8=53;10=28;12=60,6271,89,0.0,100240,27873,1427,1515,130,130,52297,java=52297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3247,130,0,130,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"18";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3247";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,410,0,4.0,1615,3.3,51531,1.0,22669,27873,3247,103,0,7,0,8,99,0,36,141,19,0,0,0,0,0,0,126,0,0,2,29,106,25,0,6,0,76,19,10,0,0,1,21,0,59,0,537,20,12,112,0,70,14,29,3,0,102,37,0,59,7,22,26,33,6,78,19,5,70,9,3,0,2,29,58,0,4,0,29,0,1,4,2,3,2,106,18,7,12,26,0,0,12,2,2,38,23,0,1,178,0,0,0,14,0,0,3,2,29,9,4,0,0,0,0,0,22,0,0,5,120,2,0,20,148,5,24,0,0,8,58,6,0,2,0,0,0,0,3,6,5,0,0,0,2,0,14,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,5,77,0
QC:webmail,0,ERROR,4,4,17.3,115,1740,1986,3476,25.5,1985,1985,1916,0,0.0,207,304410,19,81,27,1008,5.5,0,3323,0,17.9,0=38;5=16;10=29;20=9;30=13;60=4;90=2,111,1.8,1=654;2=158;4=52;6=32;8=9;10=7;12=14,1051,7,0.0,18186,6581,869,715,19,19,10147,java=10147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1802,19,0,19,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"4";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"1802";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,32,0,4.0,600,6.1,18543,2.0,5261,6581,1802,58,0,4,1,2,17,0,2,29,4,0,0,2,0,0,0,27,0,1,1,3,144,4,5,2,0,17,6,2,0,0,0,17,0,21,3,93,0,34,8,0,5,69,149,0,0,85,143,0,2,0,10,5,0,5,99,6,0,1,31,0,1,6,54,57,0,1,0,0,15,0,0,7,0,1,144,0,11,0,5,0,0,4,0,0,32,2,31,0,89,0,0,0,73,0,0,0,0,20,0,1,0,0,24,0,0,16,0,0,0,1,0,0,3,62,1,0,0,0,16,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0
QC:weka,0,ERROR,40,923,32.2,1688,30180,65964,109666,28.7,54420,54420,52501,0,0.0,3180,8178900,114,2759,578,68938,13.0,0,0,0,40.1,0=361;5=160;10=177;20=119;30=245;60=118;90=176,1356,2.6,1=12163;2=3780;4=1600;6=728;8=415;10=220;12=664,20095,53,0.0,529967,187279,17118,11867,114,114,272630,java=272630,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,32258,114,0,114,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"40";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"32258";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,9568,0,4.0,12710,4.1,334635,1.0,148707,187279,32258,1155,0,85,0,56,206,0,61,334,114,0,0,0,4,0,0,578,0,26,41,288,1904,59,94,10,22,794,4,344,2,1,3,23,15,52,18,899,58,100,1559,2,37,6012,966,0,123,1309,2418,2,339,106,71,21,156,73,463,6,0,47,70,0,4,79,720,1730,2,247,1,180,26,11,0,582,0,0,1365,72,11,2,11,3,0,8,22,27,94,120,0,0,430,2,0,0,241,175,5,23,1,513,10,28,0,0,0,1,0,625,580,8,19,26,0,0,63,1889,139,67,0,4,429,117,0,1,4,0,2,7,2,11,97,145,0,0,0,0,51,6,0,0,0,0,0,0,2,0,0,64,796,1,0,0,6,3,5,2,3,0,1,16,0,48,2,0,0,0,0,1,0,1,0,11,0,0,0,74,3,0,0,0,0,0,72,21,81,32
QC:xalan,0,ERROR,38,116,19.7,1417,18077,28434,99281,34.9,27916,27916,27624,0,0.0,1109,5547840,90,1170,313,90590,22.8,0,0,0,22.8,0=574;5=117;10=214;20=78;30=129;60=38;90=73,1223,2.2,1=6282;2=2548;4=751;6=367;8=202;10=128;12=317,12601,234,0.0,397359,105524,9437,7544,90,90,184928,java=184928,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,18362,90,0,90,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"38";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"18362";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1315,0,4.0,1730,3.6,199830,1.0,61089,105524,18362,169,0,7,10,33,223,0,126,228,115,1,0,8,1,5,7,313,0,113,24,84,2048,63,77,8,1,370,65,322,0,0,2,629,4,78,142,539,28,227,156,0,28,2206,476,0,0,575,656,0,96,77,126,64,66,34,398,79,0,155,86,1,3,9,81,713,3,288,1,42,10,0,81,139,1,46,906,24,25,0,118,0,0,18,6,13,179,0,4,0,172,17,21,0,284,447,9,8,2,1330,30,0,0,0,34,0,0,445,38,21,3,0,0,0,18,645,65,1,0,3,416,72,0,0,20,2,0,7,3,14,18,9,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,12,8,0,0,0,1,3,1,0,5,0,0,2,0,1,0,0,0,3,0,1,0,3,0,3,0,0,0,2,0,0,0,2,1,0,30,58,172,3
QC:xerces,0,ERROR,17,87,31.1,937,12291,34448,54581,30.2,29138,29138,28873,0,0.0,910,3779190,53,2689,409,78201,32.8,0,0,0,38.6,0=253;5=118;10=103;20=68;30=97;60=32;90=83,754,3.0,1=5158;2=1981;4=648;6=330;8=203;10=136;12=454,9786,113,0.0,238290,78287,8681,2968,53,53,125973,java=125973,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,12689,53,0,53,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"12689";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1256,0,4.0,3165,4.9,184191,1.0,62932,78287,12689,311,0,13,5,31,116,0,30,104,146,1,0,0,2,0,0,409,0,23,37,238,379,32,88,13,23,523,58,214,0,0,0,238,1,20,0,152,29,133,105,0,80,94,246,0,0,436,1886,1,167,117,33,28,16,26,514,60,1,53,44,1,1,6,64,497,3,293,5,19,0,0,2,242,0,20,733,25,2,0,39,0,0,5,8,9,248,6,0,0,416,20,7,0,184,389,3,11,0,598,27,1,0,0,0,0,0,438,19,22,7,0,0,2,24,957,95,2,0,3,29,25,6,0,2,2,1,0,1,3,17,21,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,4,0,0,3,0,1,12,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,70,22,6,2
QC:xmojo,0,ERROR,2,3,17.2,32,593,496,490,11.0,550,550,548,0,0.0,120,118560,15,55,14,1477,22.9,0,1432,0,18.3,0=9;5=5;10=9;20=0;30=4;60=2;90=1,30,1.9,1=190;2=59;4=13;6=3;8=3;10=3;12=4,293,0,0.0,6453,2588,397,135,15,15,3952,java=3952,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,654,15,0,15,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"2";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"654";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,47,0,4.0,600,6.2,7360,2.0,1708,2588,654,58,0,2,0,3,3,0,2,6,1,0,0,0,1,0,0,14,0,0,0,3,40,0,0,0,0,5,0,5,0,0,0,17,0,0,0,23,1,0,12,0,0,4,5,0,0,2,152,0,1,5,15,2,6,2,90,0,0,0,0,0,1,1,53,3,0,0,1,1,0,0,0,8,0,0,63,0,0,0,0,0,0,1,0,0,4,0,0,0,53,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,2,0,0,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
